"RN";"НАИМЕНОВАНИЕ";"ОСТАТОК";"РЕЗЕРВ";"ЗАКАЗ";"ЦЕНА РУБ";"РАСПР";"ПРОИСХ";"СЕЗОН";"МАРКА";"МОДЕЛЬ";"ДИАМ";"ШИР";"ПРОФ";"ШИП";"СКОР";"КОД ПРОИЗВ";"РРЦ"
86282044720;"Cargo S  SATOYA  185/75/16  R  Ш.104/102 C";0;1;;3200;"Нет";"Отечка";"Всесезонная";"SATOYA";"Cargo S";"16";"185";"75";"Ш.";"R";;3400
86241378812;"Cargo S  SATOYA  185/75/16  R 104/102 C";0;40;;2900;"Нет";"Отечка";"Всесезонная";"SATOYA";"Cargo S";"16";"185";"75";"_";"R";;3200
86387721066;"HIFLY  185/65/14  T 86 Win-ture  н/ш.";1;0;;1800;"Нет";"Импорт";"Зимняя";"HIFLY";"Win-ture";"14";"185";"65";"н/ш.";"T";;
86179222163;"LTA-401  Росава  7.50/80/16 C";40;40;;6300;"Нет";"Отечка";"Всесезонная";"Росава";"LTA-401";"16";"7.50";"80";"_";"@скорость рез.";;6930
86245922342;"MR-200  MIRAGE  195/70/15  R 104/102 C";1;0;;2130;"Нет";"Отечка";"Летняя";"MIRAGE";"MR-200";"15";"195";"70";"_";"R";;2340
86500176141;"NEXEN  175/65/14  Q 82 WIN-ICE";28;0;;1883;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-ICE";"14";"175";"65";"_";"Q";"11143NX";
86500140834;"NEXEN  175/65/14  T 86 WINSPIKE XL  Ш.";40;0;;1869;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"14";"175";"65";"Ш.";"T";"11814NX";
86500176916;"NEXEN  175/70/13  Q 82 WIN-ICE";40;0;;1781;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-ICE";"13";"175";"70";"_";"Q";"11806NX";
86500133380;"NEXEN  175/70/14  T 84 WINSPIKE  Ш.";40;4;;1865;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE";"14";"175";"70";"Ш.";"T";"11831NX";
86500144662;"NEXEN  185/55/15  T 86 WINSPIKE XL  Ш.";4;0;;2897;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"15";"185";"55";"Ш.";"T";"12270NX";
86500145015;"NEXEN  185/60/15  T 88 WINSPIKE XL  Ш.";0;4;;2361;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"15";"185";"60";"Ш.";"T";"12271NX";
86500178214;"NEXEN  185/65/14  Q 86 WIN-ICE";40;0;;2096;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-ICE";"14";"185";"65";"_";"Q";"12013NX";
86500140448;"NEXEN  185/65/14  T 90 WINSPIKE XL  Ш.";1;0;;2016;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"14";"185";"65";"Ш.";"T";"11813NX";
86500140001;"NEXEN  185/65/15  T 92 WINSPIKE XL  Ш.";0;40;;2244;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"15";"185";"65";"Ш.";"T";"11812NX";
86500177701;"NEXEN  185/70/14  Q 88 WIN-ICE";0;4;;2049;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-ICE";"14";"185";"70";"_";"Q";"11807NX";
86500142555;"NEXEN  185/70/14  T 92 WINSPIKE XL  Ш.";7;0;;2089;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"14";"185";"70";"Ш.";"T";"11830NX";
86500158449;"NEXEN  185/80/14  P 102/100 C EURO-WIN";0;5;;2831;"Нет";"Импорт";"Зимняя";"NEXEN";"EURO-WIN";"14";"185";"80";"_";"P";"10566NX";
86500181202;"NEXEN  195/65/15  Q 91 WIN-ICE";0;6;;2185;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-ICE";"15";"195";"65";"_";"Q";"16632NX";
86500139420;"NEXEN  195/65/15  T 95 WINSPIKE XL  Ш.";16;24;;2156;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"15";"195";"65";"Ш.";"T";"11811NX";
86500132995;"NEXEN  205/60/16  T 92 WINSPIKE  Ш.";1;20;;3298;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE";"16";"205";"60";"Ш.";"T";"11818NX";
86500141556;"NEXEN  205/65/15  T 99 WINSPIKE XL  Ш.";1;4;;2433;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"15";"205";"65";"Ш.";"T";"11816NX";
86500138566;"NEXEN  205/70/15  T 96 WINSPIKE  Ш.";0;4;;2983;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE";"15";"205";"70";"Ш.";"T";"12273NX";
86500143572;"NEXEN  215/55/17  T 98 WINSPIKE XL  Ш.";2;4;;4852;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"17";"215";"55";"Ш.";"T";"11834NX";
86500141179;"NEXEN  215/60/16  T 99 WINSPIKE XL  Ш.";4;0;;3587;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"16";"215";"60";"Ш.";"T";"11815NX";
86500145370;"NEXEN  215/60/17  T 100 WINSPIKE XL  Ш.";5;8;;4417;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"17";"215";"60";"Ш.";"T";"12272NX";
86500180100;"NEXEN  215/65/16  Q 98 WIN-ICE";0;12;;3359;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-ICE";"16";"215";"65";"_";"Q";"13079NX";
86500159083;"NEXEN  215/65/16  R 109/107 C EURO-WIN";18;0;;4291;"Нет";"Импорт";"Зимняя";"NEXEN";"EURO-WIN";"16";"215";"65";"_";"R";"10778NX";
86500143090;"NEXEN  215/65/16  T 102 WINSPIKE XL  Ш.";0;40;;3262;"Нет";"Импорт";"Зимняя";"NEXEN";"WINSPIKE XL";"16";"215";"65";"Ш.";"T";"11833NX";
86500129273;"NEXEN  225/55/18  T 98 WG WS SUV  Ш.";2;20;;4798;"Нет";"Импорт";"Зимняя";"NEXEN";"WG WS SUV";"18";"225";"55";"Ш.";"T";"12745NX";
86500173727;"NEXEN  225/60/17  H 103 WIN-SUV XL";4;24;;4207;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-SUV XL";"17";"225";"60";"_";"H";"13088NXUA";
86500131094;"NEXEN  225/60/17  T 99 WG WS SUV  Ш.";3;4;;4442;"Нет";"Импорт";"Зимняя";"NEXEN";"WG WS SUV";"17";"225";"60";"Ш.";"T";"12755NX";
86500173407;"NEXEN  235/55/18  H 104 WIN-SUV XL";0;4;;5026;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-SUV XL";"18";"235";"55";"_";"H";"13087NXUA";
86500179345;"NEXEN  235/60/16  Q 100 WIN-ICE";4;0;;4329;"Нет";"Импорт";"Зимняя";"NEXEN";"WIN-ICE";"16";"235";"60";"_";"Q";"13073NX";
86500125938;"NEXEN  235/65/17  T 108 WG WS SUV XL  Ш.";4;16;;4524;"Нет";"Импорт";"Зимняя";"NEXEN";"WG WS SUV XL";"17";"235";"65";"Ш.";"T";"12527NX";
86500131907;"NEXEN  245/70/16  T 107 WG WS SUV  Ш.";0;4;;4854;"Нет";"Импорт";"Зимняя";"NEXEN";"WG WS SUV";"16";"245";"70";"Ш.";"T";"12789NX";
86500128413;"NEXEN  255/55/18  T 109 WG WS SUV XL  Ш.";2;0;;4810;"Нет";"Импорт";"Зимняя";"NEXEN";"WG WS SUV XL";"18";"255";"55";"Ш.";"T";"12754NX";
86500127325;"NEXEN  265/65/17  T 116 WG WS SUV XL  Ш.";0;12;;5259;"Нет";"Импорт";"Зимняя";"NEXEN";"WG WS SUV XL";"17";"265";"65";"Ш.";"T";"12530NX";
86507334869;"RD-228  TIANFU  155/80/12  S 88/86 C";1;0;;2000;"Нет";"Отечка";"Всесезонная";"TIANFU";"RD-228";"12";"155";"80";"_";"S";;
86268064013;"Samurai 3  К-222  SATOYA  195/65/15  Q  н/ш.";1;0;;1608;"Нет";"Отечка";"Зимняя";"SATOYA";"Samurai 3  К-222";"15";"195";"65";"н/ш.";"Q";;1570
86297719668;"Samurai 3  К-223  SATOYA  175/70/13  T  н/ш.";40;16;;1444;"Нет";"Отечка";"Зимняя";"SATOYA";"Samurai 3  К-223";"13";"175";"70";"н/ш.";"T";;1370
86297720212;"Samurai 3  К-223  SATOYA  175/70/13  T  Ш.";18;40;;1584;"Нет";"Отечка";"Зимняя";"SATOYA";"Samurai 3  К-223";"13";"175";"70";"Ш.";"T";;1500
86268072068;"Samurai 3  К-224  SATOYA  185/65/14  Q  Ш.";2;4;;1787;"Нет";"Отечка";"Зимняя";"SATOYA";"Samurai 3  К-224";"14";"185";"65";"Ш.";"Q";;1700
86268071765;"Samurai 3  К-226  SATOYA  175/65/14  Q  Ш.";0;4;;1584;"Нет";"Отечка";"Зимняя";"SATOYA";"Samurai 3  К-226";"14";"175";"65";"Ш.";"Q";;1520
86266521103;"Snow Grip  SATOYA  175/65/14  T  н/ш.";0;10;;1706;"Нет";"Отечка";"Зимняя";"SATOYA";"Snow Grip";"14";"175";"65";"н/ш.";"T";;1740
86268056442;"Snow Grip  SATOYA  175/65/14  T  Ш.";9;0;;1846;"Нет";"Отечка";"Зимняя";"SATOYA";"Snow Grip";"14";"175";"65";"Ш.";"T";;1870
86268056183;"Snow Grip  SATOYA  175/70/13  T  Ш.";40;0;;1846;"Нет";"Отечка";"Зимняя";"SATOYA";"Snow Grip";"13";"175";"70";"Ш.";"T";;1860
86266521382;"Snow Grip  SATOYA  185/65/14  T  н/ш.";40;12;;1942;"Нет";"Отечка";"Зимняя";"SATOYA";"Snow Grip";"14";"185";"65";"н/ш.";"T";;1880
86268057817;"Snow Grip  SATOYA  185/65/14  T  Ш.";4;4;;2082;"Нет";"Отечка";"Зимняя";"SATOYA";"Snow Grip";"14";"185";"65";"Ш.";"T";;2010
86268057278;"Snow Grip  SATOYA  185/70/14  T  Ш.";40;0;;2133;"Нет";"Отечка";"Зимняя";"SATOYA";"Snow Grip";"14";"185";"70";"Ш.";"T";;2110
86268057005;"Snow Grip  SATOYA  195/65/15  T  Ш.";40;0;;2018;"Нет";"Отечка";"Зимняя";"SATOYA";"Snow Grip";"15";"195";"65";"Ш.";"T";;2260
86266523082;"Snow Grip  SATOYA  205/55/16  H  н/ш.";1;0;;2842;"Нет";"Отечка";"Зимняя";"SATOYA";"Snow Grip";"16";"205";"55";"н/ш.";"H";;2770
85585342187;"SQ-201  Росава  185/60/14  H";40;40;;1582;"Нет";"Отечка";"Летняя";"Росава";"SQ-201";"14";"185";"60";"_";"H";;1740
85585342212;"SQ-201  Росава  185/65/14  H";0;8;;1650;"Нет";"Отечка";"Летняя";"Росава";"SQ-201";"14";"185";"65";"_";"H";;1815
85585342312;"SQ-201  Росава  205/65/15  H";22;0;;2317;"Нет";"Отечка";"Летняя";"Росава";"SQ-201";"15";"205";"65";"_";"H";;2549
86454110521;"SUNFULL  175/65/14  H 82 SF-686";1;0;;0;"Нет";"Импорт";"Всесезонная";"SUNFULL";"SF-686";"14";"175";"65";"_";"H";;
86347232545;"S-61  SATOYA  175/65/14  H 82";6;40;;1495;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"14";"175";"65";"_";"H";;1645
86342006840;"S-61  SATOYA  175/70/13  H 82";0;40;;1480;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"13";"175";"70";"_";"H";;1628
86342007857;"S-61  SATOYA  175/70/14  H 84";40;0;;1624;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"14";"175";"70";"_";"H";;1786
86406487166;"S-61  SATOYA  185/65/14  H";40;40;;1755;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"14";"185";"65";"_";"H";;1931
86347230953;"S-61  SATOYA  185/65/15  H 88";40;40;;1816;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"15";"185";"65";"_";"H";;1998
86347230005;"S-61  SATOYA  185/70/14  H 88";40;40;;1973;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"14";"185";"70";"_";"H";;2170
86406486788;"S-61  SATOYA  195/65/15  H";40;40;;2041;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"15";"195";"65";"_";"H";;2245
86342009754;"S-61  SATOYA  205/55/16  W 94";3;4;;2547;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"16";"205";"55";"_";"W";;2802
86406488095;"S-61  SATOYA  205/65/15  H";40;12;;2259;"Нет";"Отечка";"Летняя";"SATOYA";"S-61";"15";"205";"65";"_";"H";;2485
86346765540;"S-77  SATOYA  175/65/14  H 82";40;40;;1495;"Нет";"Отечка";"Летняя";"SATOYA";"S-77";"14";"175";"65";"_";"H";;1645
86347029338;"S-77  SATOYA  175/70/13  T 82";0;40;;1554;"Нет";"Отечка";"Летняя";"SATOYA";"S-77";"13";"175";"70";"_";"T";;1628
86421977184;"S-77  SATOYA  175/70/14  T 84";40;0;;1705;"Нет";"Отечка";"Летняя";"SATOYA";"S-77";"14";"175";"70";"_";"T";;
86347030649;"S-77  SATOYA  185/65/14  H 86";40;0;;1755;"Нет";"Отечка";"Летняя";"SATOYA";"S-77";"14";"185";"65";"_";"H";;1931
86347029973;"S-77  SATOYA  185/70/14  H 88";40;8;;1973;"Нет";"Отечка";"Летняя";"SATOYA";"S-77";"14";"185";"70";"_";"H";;2170
86346766217;"S-77  SATOYA  195/65/15  V 91";40;20;;2041;"Нет";"Отечка";"Летняя";"SATOYA";"S-77";"15";"195";"65";"_";"V";;2245
86347215397;"S-77  SATOYA  205/55/16  V 91";40;5;;2547;"Нет";"Отечка";"Летняя";"SATOYA";"S-77";"16";"205";"55";"_";"V";;2802
85900156799;"TRL-501  Росава  165/70/13  N";0;40;;1200;"Нет";"Отечка";"Летняя";"Росава";"TRL-501";"13";"165";"70";"_";"N";;1320
86126321160;"West Lake  185/60/15  H 88 SW608";1;0;;1810;"Нет";"Импорт";"Зимняя";"West Lake";"SW608";"15";"185";"60";"_";"H";"WLW2";
85591588242;"WQ-102  Росава  195/65/15  S  Ш.";2;40;;1630;"Нет";"Отечка";"Зимняя";"Росава";"WQ-102";"15";"195";"65";"Ш.";"S";;1793
85591144372;"WQ-103  Росава  185/65/14  S";40;12;;1670;"Нет";"Отечка";"Зимняя";"Росава";"WQ-103";"14";"185";"65";"_";"S";;1837
86224956224;"Аеолус  175/65/14  T 82 AW05  Ш.";1;0;;1646;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05";"14";"175";"65";"Ш.";"T";"1380283146";1794
86241806692;"Аеолус  175/70/14  T 84 AW05  Ш.";1;0;;1705;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05";"14";"175";"70";"Ш.";"T";"1380283161";1825
86241847898;"Аеолус  195/55/15  T 85 AW05  Ш.";1;0;;2524;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05";"15";"195";"55";"Ш.";"T";"1380287522";2545
86278423108;"Аеолус  195/65/15  T 91 AW05  н/ш.";1;0;;1989;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05";"15";"195";"65";"н/ш.";"T";"1380283150";
86241848716;"Аеолус  195/65/15  T 91 AW05  Ш.";1;0;;1989;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05";"15";"195";"65";"Ш.";"T";"1380283150";2168
86155904280;"Аеолус  195/80/14  R 106/104 C AL01";1;0;;3129;"Нет";"Импорт";"Летняя";"Аеолус";"AL01";"14";"195";"80";"_";"R";"1380237692";2846
86241853748;"Аеолус  215/55/16  T 97 AW05 XL  Ш.";1;4;;3108;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05 XL";"16";"215";"55";"Ш.";"T";"1380283163";3388
86241860702;"Аеолус  225/45/17  H 94 AW05 XL  Ш.";1;0;;4159;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05 XL";"17";"225";"45";"Ш.";"H";"1380283175";4258
86241860314;"Аеолус  225/45/17  T 91 AW05  Ш.";1;0;;4159;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05";"17";"225";"45";"Ш.";"T";"1380287526";4153
86241855736;"Аеолус  225/60/16  T 102 AW05 XL  Ш.";9;0;;3606;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05 XL";"16";"225";"60";"Ш.";"T";"1380287527";3642
86241856531;"Аеолус  225/65/16  T 100 AW05  Ш.";0;4;;4034;"Нет";"Импорт";"Зимняя";"Аеолус";"AW05";"16";"225";"65";"Ш.";"T";"1380287530";4397
86157189553;"Аеолус  245/70/16  S 107 AS02";1;0;;4044;"Нет";"Импорт";"Летняя";"Аеолус";"AS02";"16";"245";"70";"_";"S";"1380222648";3498
85896754265;"Амтел CRUISE 4x4  К-393  Амт  215/65/16";0;28;;3363;"Нет";"Отечка";"Летняя";"Амт";"Амтел CRUISE 4x4  К-393";"16";"215";"65";"_";"@скорость рез.";"2256200";3420
20997607001;"Амтел НордМастер  К-239  Амт  175/65/14  Q  н/ш.";1;0;;1486;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер  К-239";"14";"175";"65";"н/ш.";"Q";"2231300";1635
21680438001;"Амтел НордМастер  К-239  Амт  175/65/14  Q  Ш.";40;18;;1626;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер  К-239";"14";"175";"65";"Ш.";"Q";"2231300\ST";1789
21591954001;"Амтел НордМастер  К-243  Амт  195/65/15  Q  Ш.";22;13;;1843;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер  К-243";"15";"195";"65";"Ш.";"Q";"2231100\ST";2027
21680503001;"Амтел НордМастер  К-244  Амт  175/70/13  Q  Ш.";40;2;;1626;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер  К-244";"13";"175";"70";"Ш.";"Q";"2230800\ST";1789
21680524001;"Амтел НордМастер  К-245  Амт  185/65/14  Q  Ш.";40;6;;1884;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер  К-245";"14";"185";"65";"Ш.";"Q";"2231200\ST";2072
45294893001;"Амтел НордМастер  К-246  Амт  205/65/15  Q  Ш.";40;8;;2120;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер  К-246";"15";"205";"65";"Ш.";"Q";"2231000\ST";2332
85600415430;"Амтел НордМастер CL  К-353  Амт  215/55/16  T";12;0;;3163;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер CL  К-353";"16";"215";"55";"_";"T";"2229900";3479
85600415188;"Амтел НордМастер CL  К-354  Амт  225/55/16  T";4;2;;3697;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер CL  К-354";"16";"225";"55";"_";"T";"2230000";4067
85768825938;"Амтел НордМастер CL  К-354  Амт  225/55/16  T  08";38;0;;3697;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер CL  К-354";"16";"225";"55";"_";"T";"2230000";4067
85595953215;"Амтел НордМастер CL  227В  Амт  185/70/14  T";0;1;;1893;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер CL  227В";"14";"185";"70";"_";"T";"2229400";2082
85627683169;"Амтел НордМастер CL  229В  Амт  185/65/15  T";0;6;;1971;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер CL  229В";"15";"185";"65";"_";"T";"2229500";2168
77683365001;"Амтел НордМастер CL  234В  Амт  175/70/13  T";27;12;;1610;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер CL  234В";"13";"175";"70";"_";"T";"2228700";1771
77683420001;"Амтел НордМастер CL  238В  Амт  175/65/14  T";8;0;;1610;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер CL  238В";"14";"175";"65";"_";"T";"2228800";1771
86233208465;"Амтел НордМастер EVO  Амт  175/65/14  T  Ш.";40;40;;1674;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"14";"175";"65";"Ш.";"T";"2594100";1841
86233203218;"Амтел НордМастер EVO  Амт  175/70/13  T  Ш.";40;14;;1674;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"13";"175";"70";"Ш.";"T";"2594000";1841
86470022300;"Амтел НордМастер EVO  Амт  185/65/14  T  Ш.82";40;24;;1939;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"14";"185";"65";"Ш.";"T";"2594200";2133
86502373740;"Амтел НордМастер EVO  Амт  185/65/14  T  Ш.86";40;2;;1939;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"14";"185";"65";"Ш.";"T";"2594200";2133
86233210895;"Амтел НордМастер EVO  Амт  185/65/15  T  Ш.";0;40;;2056;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"15";"185";"65";"Ш.";"T";"2536200";2262
86470022854;"Амтел НордМастер EVO  Амт  185/70/14  T  Ш.88";40;40;;1972;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"14";"185";"70";"Ш.";"T";"2594500";2169
86233211669;"Амтел НордМастер EVO  Амт  195/65/15  T  Ш.";6;40;;1898;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"15";"195";"65";"Ш.";"T";"2536200";2088
86470030591;"Амтел НордМастер EVO  Амт  205/65/15  T  Ш.94";40;5;;2183;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"15";"205";"65";"Ш.";"T";"2594600";2401
86470030072;"Амтел НордМастер EVO  Амт  205/70/15  T  Ш.100 XL";40;16;;3210;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"15";"205";"70";"Ш.";"T";"2594300";3531
86233218004;"Амтел НордМастер EVO  Амт  215/65/16  T  Ш.";40;0;;3373;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер EVO";"16";"215";"65";"Ш.";"T";"2518000";3710
50585622001;"Амтел НордМастер ST  220В  Амт  185/65/14  Q  Ш.";40;2;;1830;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST  220В";"14";"185";"65";"Ш.";"Q";"2230400\ST";2013
26323603001;"Амтел НордМастер ST  221В  Амт  195/65/15  Q  Ш.";40;40;;1790;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST  221В";"15";"195";"65";"Ш.";"Q";"2230500\ST";1969
24085637001;"Амтел НордМастер ST  222В  Амт  205/70/15  Q  Ш.";40;20;;3028;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST  222В";"15";"205";"70";"Ш.";"Q";"2230600\ST";3331
24085583001;"Амтел НордМастер ST  223В  Амт  205/65/15  Q  Ш.";40;1;;2059;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST  223В";"15";"205";"65";"Ш.";"Q";"2230700\ST";2265
42249292001;"Амтел НордМастер ST  224В  Амт  175/70/13  Q  Ш.";40;40;;1580;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST  224В";"13";"175";"70";"Ш.";"Q";"2230200\ST";1738
26323623001;"Амтел НордМастер ST  228В  Амт  175/65/14  Q  Ш.";40;40;;1580;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST  228В";"14";"175";"65";"Ш.";"Q";"2230300\ST";1738
44960782001;"Амтел НордМастер ST-310  К-263  Амт  175/65/14  Q  Ш.";40;7;;1674;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-263";"14";"175";"65";"Ш.";"Q";"2232600\ST";1841
48206166001;"Амтел НордМастер ST-310  К-264  Амт  185/65/14  Q  Ш.";40;1;;1939;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-264";"14";"185";"65";"Ш.";"Q";"2232400\ST";2133
45154395001;"Амтел НордМастер ST-310  К-265  Амт  195/65/15  S  Ш.";40;4;;1898;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-265";"15";"195";"65";"Ш.";"S";"2232100\ST";2088
44960627001;"Амтел НордМастер ST-310  К-267  Амт  205/70/15  Q  Ш.";40;1;;3210;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-267";"15";"205";"70";"Ш.";"Q";"2231900\ST";3531
52724588001;"Амтел НордМастер ST-310  К-269  Амт  215/65/15  S  Ш.";11;0;;3071;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-269";"15";"215";"65";"Ш.";"S";"2231800\ST";3378
52723696001;"Амтел НордМастер ST-310  К-270  Амт  175/70/14  Q  Ш.";40;3;;1766;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-270";"14";"175";"70";"Ш.";"Q";"2232500\ST";1943
52723756001;"Амтел НордМастер ST-310  К-272  Амт  195/55/15  S  Ш.";40;0;;2706;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-272";"15";"195";"55";"Ш.";"S";"2232200\ST";2977
52723870001;"Амтел НордМастер ST-310  К-273  Амт  205/55/16  T  Ш.";40;12;;2921;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-273";"16";"205";"55";"Ш.";"T";"2231600\ST";3213
50302059001;"Амтел НордМастер ST-310  К-275  Амт  185/70/14  Q  Ш.";40;0;;1972;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-275";"14";"185";"70";"Ш.";"Q";"2232300\ST";2169
59527426001;"Амтел НордМастер ST-310  К-276  Амт  215/65/16  S  Ш.";40;2;;3373;"Нет";"Отечка";"Зимняя";"Амт";"Амтел НордМастер ST-310  К-276";"16";"215";"65";"Ш.";"S";"2231400\ST";3710
86334555701;"Амтел Планет  EVO  Амт  175/65/14  H 82";0;40;;1469;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"14";"175";"65";"_";"H";"2537100";1616
86334554134;"Амтел Планет  EVO  Амт  175/70/13  H 82";40;40;;1380;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"13";"175";"70";"_";"H";"2536800";1518
86334554818;"Амтел Планет  EVO  Амт  175/70/14  H 84";0;7;;1655;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"14";"175";"70";"_";"H";"2536900";1821
86334561019;"Амтел Планет  EVO  Амт  185/60/14  H 82";0;22;;1724;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"14";"185";"60";"_";"H";"2537500";1896
86331277857;"Амтел Планет  EVO  Амт  185/65/14  H 86";0;32;;1718;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"14";"185";"65";"_";"H";"2537200";1890
86334555247;"Амтел Планет  EVO  Амт  185/70/14  H 88";0;12;;1796;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"14";"185";"70";"_";"H";"2537000";1976
86331276903;"Амтел Планет  EVO  Амт  195/65/15  H 91";0;4;;2025;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"15";"195";"65";"_";"H";"2537300";2228
86334564197;"Амтел Планет  EVO  Амт  205/55/16  V 91";0;40;;2456;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"16";"205";"55";"_";"V";"2537900";2702
86334558534;"Амтел Планет  EVO  Амт  205/65/15  H 94";0;40;;2210;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"15";"205";"65";"_";"H";"2537400";2431
86334565125;"Амтел Планет  EVO  Амт  205/70/15  H 96";0;40;;2869;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  EVO";"15";"205";"70";"_";"H";"2538200";3156
31379019001;"Амтел Планет  NV-113  Амт  175/65/14  H";0;16;;1398;"Нет";"Отечка";"Летняя";"Амт";"Амтел Планет  NV-113";"14";"175";"65";"_";"H";"2222600";1538
