"RN";"НАИМЕНОВАНИЕ";"ОСТАТОК";"РЕЗЕРВ";"ЗАКАЗ";"ЦЕНА РУБ";"РАСПР";"ПРОИСХ";"СЕЗОН";"МАРКА";"МОДЕЛЬ";"ДИАМ";"ШИР";"ПРОФ";"ШИП";"СКОР";"КОД ПРОИЗВ";"РРЦ"
86222820919;"Бриджстоун  235/60/18  S 107 DMV2 XL";40;0;;8053;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2 XL";"18";"235";"60";"_";"S";"PXR0072303";8837
86053730974;"Бриджстоун  235/60/18  T 107 SPIKE-01  Ш.";40;10;;8048;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01";"18";"235";"60";"Ш.";"T";"PXR00262S3";8834
85725022284;"Бриджстоун  235/60/18  V 103 DHPS";14;40;;8074;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"18";"235";"60";"_";"V";"PSR0382903";
86222790271;"Бриджстоун  235/65/17  S 108 DMV2 XL";1;0;;6651;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2 XL";"17";"235";"65";"_";"S";"PXR0076203";7299
85751216629;"Бриджстоун  235/65/17  T 108 IC7000 XL  Ш.";40;14;;5605;"Нет";"Импорт";"Зимняя";"Бриджстоун";"IC7000 XL";"17";"235";"65";"Ш.";"T";"PXR04468S3";6150
86105809043;"Бриджстоун  235/65/17  T 108 SPIKE-01 XL  Ш.";32;4;;6997;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"17";"235";"65";"Ш.";"T";"PXR00213S3";7681
86175445956;"Бриджстоун  235/65/17  V 104 DHPS";0;40;;6558;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"17";"235";"65";"_";"V";"PSR1179203";
85692336828;"Бриджстоун  235/65/17  V 104 DHPS XL";0;1;;6279;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL";"17";"235";"65";"_";"V";"PSR1179203";
2792099001;"Бриджстоун  235/65/17  V 108 ER-30 XL";0;1;;6521;"Нет";"Импорт";"Летняя";"Бриджстоун";"ER-30 XL";"17";"235";"65";"_";"V";"PSR1205703";
86570210901;"Бриджстоун  235/65/18  H 106 DHPS";0;40;;7376;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"18";"235";"65";"_";"H";"PSR1281503";
86224986932;"Бриджстоун  235/65/18  S 108 DMV2";40;0;;5828;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"18";"235";"65";"_";"S";"PXR0072803";6395
86222746698;"Бриджстоун  235/65/18  T 110 SPIKE-01 XL  Ш.";40;0;;7546;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"18";"235";"65";"Ш.";"T";"PXR00557S3";8283
86463855475;"Бриджстоун  235/70/16  S 106 DMV2";22;0;;7017;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"16";"235";"70";"_";"S";"PXR0079003";7701
86123436449;"Бриджстоун  235/70/16  T 106 SPIKE-01  Ш.";24;0;;6903;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01";"16";"235";"70";"Ш.";"T";"PXR00260S3";7577
85890113958;"Бриджстоун  235/70/16  T 106 697";0;2;;6053;"Нет";"Импорт";"Летняя";"Бриджстоун";"697";"16";"235";"70";"_";"T";"PSR0L94003";
86222789507;"Бриджстоун  235/75/15  R 109 DMV2 XL";2;0;;6511;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2 XL";"15";"235";"75";"_";"R";"PXR0080403";7145
85890113182;"Бриджстоун  235/75/15  S 105 697";0;40;;5269;"Нет";"Импорт";"Летняя";"Бриджстоун";"697";"15";"235";"75";"_";"S";"PSR0L93903";
85751504294;"Бриджстоун  235/75/17  R 108 DMV1";6;0;;5098;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV1";"17";"235";"75";"_";"R";"PXR0959703";5594
85890114212;"Бриджстоун  235/85/16  R 114 697";0;9;;5146;"Нет";"Импорт";"Летняя";"Бриджстоун";"697";"16";"235";"85";"_";"R";"LSRMN02103";
85890123596;"Бриджстоун  245/35/18  Y 88 RE-050 Run  Flat";0;2;;11632;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-050 Run  Flat";"18";"245";"35";"_";"Y";"PSR1118703";
85806253998;"Бриджстоун  245/35/19  Y 93 S001 XL";3;3;;11877;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"19";"245";"35";"_";"Y";"PSR1253003";
86151189562;"Бриджстоун  245/40/17  S 91 VRX";1;0;;9227;"Нет";"Импорт";"Зимняя";"Бриджстоун";"VRX";"17";"245";"40";"_";"S";"PXR0033103";
85890117320;"Бриджстоун  245/40/17  W 91 RE-002";4;4;;7425;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-002";"17";"245";"40";"_";"W";"PSR0N11303";
86015892443;"Бриджстоун  245/40/17  W 91 T001";5;3;;7767;"Нет";"Импорт";"Летняя";"Бриджстоун";"T001";"17";"245";"40";"_";"W";"PSR1293703";
86110708020;"Бриджстоун  245/40/18  S 93 VRX";1;0;;8953;"Нет";"Импорт";"Зимняя";"Бриджстоун";"VRX";"18";"245";"40";"_";"S";"PXR0029803";9825
86105216242;"Бриджстоун  245/40/18  T 97 SPIKE-01 XL  Ш.";40;0;;9198;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"18";"245";"40";"Ш.";"T";"PXR00203S3";10096
85890118718;"Бриджстоун  245/40/18  W 97 RE-002 XL";0;2;;8616;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-002 XL";"18";"245";"40";"_";"W";"PSR0N11103";
85872684282;"Бриджстоун  245/40/18  Y 97 S001 XL";0;4;;10143;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"18";"245";"40";"_";"Y";"PSR1250603";
86178948115;"Бриджстоун  245/40/19  W 94 RE-050 A Run  Flat";0;8;;16465;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-050 A Run  Flat";"19";"245";"40";"_";"W";"PSR1009103";
86581884179;"Бриджстоун  245/40/19  W 98 RE-003 XL";0;12;;12223;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-003 XL";"19";"245";"40";"_";"W";"PSR0ND7503";
85795679730;"Бриджстоун  245/40/19  Y 98 S001 XL";0;2;;13064;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"19";"245";"40";"_";"Y";"PSR1251303";
86172120060;"Бриджстоун  245/40/20  V 95 RE-97";18;0;;11779;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-97";"20";"245";"40";"_";"V";"PSR1264403";
86178606846;"Бриджстоун  245/40/20  Y 95 S001";12;0;;15676;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001";"20";"245";"40";"_";"Y";"PSR1222803";
86112583501;"Бриджстоун  245/45/17  S 95 VRX";1;0;;8596;"Нет";"Импорт";"Зимняя";"Бриджстоун";"VRX";"17";"245";"45";"_";"S";"PXR0037203";9433
86104782682;"Бриджстоун  245/45/17  T 99 SPIKE-01 XL  Ш.";12;0;;7399;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"17";"245";"45";"Ш.";"T";"PXR00212S3";8121
85890117447;"Бриджстоун  245/45/17  W 95 RE-002";1;4;;6720;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-002";"17";"245";"45";"_";"W";"PSR0N10803";
86015582213;"Бриджстоун  245/45/17  W 95 T001";40;0;;7075;"Нет";"Импорт";"Летняя";"Бриджстоун";"T001";"17";"245";"45";"_";"W";"PSR1293803";
86112582988;"Бриджстоун  245/45/18  S 96 VRX";1;0;;10528;"Нет";"Импорт";"Зимняя";"Бриджстоун";"VRX";"18";"245";"45";"_";"S";"PXR0030603";11553
85857732526;"Бриджстоун  245/45/18  T 96 IC7000  Ш.";5;0;;9985;"Нет";"Импорт";"Зимняя";"Бриджстоун";"IC7000";"18";"245";"45";"Ш.";"T";"PXR08011S3";10958
86222745425;"Бриджстоун  245/45/18  T 96 SPIKE-01  Ш.";28;4;;11027;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01";"18";"245";"45";"Ш.";"T";"PXR00556S3";12104
85890118845;"Бриджстоун  245/45/18  W 100 RE-002 XL";0;24;;8356;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-002 XL";"18";"245";"45";"_";"W";"PSR0N11603";
86576621534;"Бриджстоун  245/45/18  W 100 RE-003 XL";0;4;;8926;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-003 XL";"18";"245";"45";"_";"W";"PSR0ND5503";
86178916053;"Бриджстоун  245/45/18  W 100 T001";0;10;;8741;"Нет";"Импорт";"Летняя";"Бриджстоун";"T001";"18";"245";"45";"_";"W";"PSR1294003";
86112581957;"Бриджстоун  245/45/19  S 98 VRX";13;0;;10258;"Нет";"Импорт";"Зимняя";"Бриджстоун";"VRX";"19";"245";"45";"_";"S";"PXR0030003";11257
86570231012;"Бриджстоун  245/45/19  W 102 DHPS XL";0;4;;12469;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL";"19";"245";"45";"_";"W";"PSR1406603";
86419670780;"Бриджстоун  245/50/17  W 99 RE-050 Run  Flat";4;0;;9387;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-050 Run  Flat";"17";"245";"50";"_";"W";"PSR0229703";
85937696664;"Бриджстоун  245/50/18  Q 100 SR02 Run  Flat";1;0;;12336;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SR02 Run  Flat";"18";"245";"50";"_";"Q";"PXR0800903";13537
86123078900;"Бриджстоун  245/50/18  S 100 VRX";1;0;;9237;"Нет";"Импорт";"Зимняя";"Бриджстоун";"VRX";"18";"245";"50";"_";"S";"PXR0039303";10137
86224944545;"Бриджстоун  245/50/20  T 102 DMV2";19;0;;8822;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"20";"245";"50";"_";"T";"PXR0068903";9681
85829459116;"Бриджстоун  245/50/20  T 102 IC7000  Ш.";40;0;;8599;"Нет";"Импорт";"Зимняя";"Бриджстоун";"IC7000";"20";"245";"50";"Ш.";"T";"PXR03596S3";9436
86222754593;"Бриджстоун  245/50/20  T 102 SPIKE-01  Ш.";40;0;;10042;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01";"20";"245";"50";"Ш.";"T";"PXR00552S3";11023
85890123850;"Бриджстоун  245/55/19  S 103 D400";0;30;;11068;"Нет";"Импорт";"Летняя";"Бриджстоун";"D400";"19";"245";"55";"_";"S";"PSR1289303";
86224942039;"Бриджстоун  245/55/19  T 103 DMV2";40;2;;6711;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"19";"245";"55";"_";"T";"PXR0070503";7364
86463856466;"Бриджстоун  245/65/17  S 107 DMV2";8;4;;7158;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"17";"245";"65";"_";"S";"PXR0077603";7855
86105148330;"Бриджстоун  245/65/17  T 111 SPIKE-01 XL  Ш.";40;0;;7335;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"17";"245";"65";"Ш.";"T";"PXR00218S3";8051
86172655978;"Бриджстоун  245/70/16  H 111 850 XL";1;1;;5857;"Нет";"Импорт";"Летняя";"Бриджстоун";"850 XL";"16";"245";"70";"_";"H";"PSR0L02203";
86224923561;"Бриджстоун  245/70/16  S 107 DMV2";9;0;;6740;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"16";"245";"70";"_";"S";"PXR0079203";7397
86053727439;"Бриджстоун  245/70/16  T 107 SPIKE-01  Ш.";40;0;;7488;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01";"16";"245";"70";"Ш.";"T";"PXR00245S3";8220
85751504535;"Бриджстоун  245/70/17  R 108 DMV1";2;0;;6406;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV1";"17";"245";"70";"_";"R";"PXR0959503";7030
86025008792;"Бриджстоун  245/70/17  S 110 684";0;4;;6687;"Нет";"Импорт";"Летняя";"Бриджстоун";"684";"17";"245";"70";"_";"S";"PSR1195303";
86224924383;"Бриджстоун  245/75/16  R 111 DMV2";40;0;;6693;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"16";"245";"75";"_";"R";"PXR0079903";7344
86431850745;"Бриджстоун  255/35/18  W 94 RE-002 XL";1;0;;8576;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-002 XL";"18";"255";"35";"_";"W";"PSR0N14303";
86419672672;"Бриджстоун  255/35/18  Y 90 ER-33";17;0;;10341;"Нет";"Импорт";"Летняя";"Бриджстоун";"ER-33";"18";"255";"35";"_";"Y";"PSR1316203";
86590185207;"Бриджстоун  255/35/19  Y 96 S001 XL";0;4;;16003;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"19";"255";"35";"_";"Y";"PSR1407203";
86285692370;"Бриджстоун  255/40/17  W 94 RE-050 A Run  Flat";2;0;;11254;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-050 A Run  Flat";"17";"255";"40";"_";"W";"PSR0P22303";
86194813284;"Бриджстоун  255/40/17  Y 98 S001 XL";0;4;;8696;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"17";"255";"40";"_";"Y";"PSR1253303";
85890118972;"Бриджстоун  255/40/18  W 99 RE-002 XL";0;1;;9327;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-002 XL";"18";"255";"40";"_";"W";"PSR0N10903";
86121424138;"Бриджстоун  255/40/19  S 96 VRX";17;0;;10504;"Нет";"Импорт";"Зимняя";"Бриджстоун";"VRX";"19";"255";"40";"_";"S";"PXR0029603";11527
85795679840;"Бриджстоун  255/40/19  Y 100 S001 XL";0;40;;11872;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"19";"255";"40";"_";"Y";"PSR1253103";
86100235085;"Бриджстоун  255/45/18  S 99 VRX";1;0;;10145;"Нет";"Импорт";"Зимняя";"Бриджстоун";"VRX";"18";"255";"45";"_";"S";"PXR0030403";11133
86130361081;"Бриджстоун  255/45/18  T 103 SPIKE-01 XL  Ш.";16;0;;10156;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"18";"255";"45";"Ш.";"T";"PXR00276S3";11148
37704363001;"Бриджстоун  255/45/18  Y 103 RE-040 XL";1;0;;9121;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-040 XL";"18";"255";"45";"_";"Y";"PSR0346603";
85572969043;"Бриджстоун  255/45/18  Y 99 RE-040";1;0;;9017;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-040";"18";"255";"45";"_";"Y";"PSR0932803";
86570228883;"Бриджстоун  255/45/18  Y 99 T001";8;28;;8910;"Нет";"Импорт";"Летняя";"Бриджстоун";"T001";"18";"255";"45";"_";"Y";"PSR1388403";
86463860304;"Бриджстоун  255/45/20  T 101 DMV2";0;8;;11978;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"20";"255";"45";"_";"T";"PXR0068003";13144
86178610064;"Бриджстоун  255/45/20  W 101 DHPS";0;34;;12956;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"20";"255";"45";"_";"W";"PSR1203603";
86178917750;"Бриджстоун  255/50/19  H 107 D400 XL Run  Flat";0;2;;13354;"Нет";"Импорт";"Летняя";"Бриджстоун";"D400 XL Run  Flat";"19";"255";"50";"_";"H";"PSR1053303";
85937700050;"Бриджстоун  255/50/19  Q 107 SR02 Run  Flat";40;0;;13344;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SR02 Run  Flat";"19";"255";"50";"_";"Q";"PXR0902203";14643
86463859251;"Бриджстоун  255/50/19  T 107 DMV2";1;0;;9271;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"19";"255";"50";"_";"T";"PXR0070003";10174
85840522511;"Бриджстоун  255/50/19  T 107 IC7000 XL  Ш.";11;0;;8451;"Нет";"Импорт";"Зимняя";"Бриджстоун";"IC7000 XL";"19";"255";"50";"Ш.";"T";"PXR09795S3";9274
86222765819;"Бриджстоун  255/50/19  T 107 SPIKE-01 XL  Ш.";40;0;;9629;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"19";"255";"50";"Ш.";"T";"PXR00560S3";10569
85574073710;"Бриджстоун  255/50/19  V 103 DHPS";0;40;;10726;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"19";"255";"50";"_";"V";"PSR1331503";
86172139764;"Бриджстоун  255/50/19  V 103 850";8;8;;10726;"Нет";"Импорт";"Летняя";"Бриджстоун";"850";"19";"255";"50";"_";"V";"PSR1268303";
85705389631;"Бриджстоун  255/50/19  V 107 DHPS Run  Flat";0;40;;14623;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS Run  Flat";"19";"255";"50";"_";"V";"PSR1002503";
85734549742;"Бриджстоун  255/50/19  W 107 DHPS Run  Flat";0;9;;14396;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS Run  Flat";"19";"255";"50";"_";"W";"PSR1002403";
85574074290;"Бриджстоун  255/50/20  V 109 DHPS XL";0;40;;11794;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL";"20";"255";"50";"_";"V";"PSR1309003";
85937697586;"Бриджстоун  255/55/18  Q 109 SR02 Run  Flat";1;0;;9189;"Да";"Импорт";"Зимняя";"Бриджстоун";"SR02 Run  Flat";"18";"255";"55";"_";"Q";"PXR0801003";
85751226889;"Бриджстоун  255/55/18  T 109 IC7000 XL  Ш.";1;0;;6648;"Нет";"Импорт";"Зимняя";"Бриджстоун";"IC7000 XL";"18";"255";"55";"Ш.";"T";"PXR09067S3";7295
86053731845;"Бриджстоун  255/55/18  T 109 SPIKE-01  Ш.";18;0;;8071;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01";"18";"255";"55";"Ш.";"T";"PXR00255S3";8859
85574074148;"Бриджстоун  255/55/18  Y 109 DHPS XL";0;40;;7908;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL";"18";"255";"55";"_";"Y";"PSR1071203";
86224995107;"Бриджстоун  255/55/19  T 111 DMV2 XL";40;0;;9220;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2 XL";"19";"255";"55";"_";"T";"PXR0070203";10117
86029034621;"Бриджстоун  255/55/19  V 111 DHPS XL";0;12;;10835;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL";"19";"255";"55";"_";"V";"PSR1161203";
86463860697;"Бриджстоун  255/55/20  T 110 DMV2";40;0;;10053;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"20";"255";"55";"_";"T";"PXR0093003";11032
85616468478;"Бриджстоун  255/60/17  V 106 DHPS";0;40;;7779;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"17";"255";"60";"_";"V";"PSR1156703";
86555483772;"Бриджстоун  255/60/18  S 112 DMV2 XL";3;0;;6782;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2 XL";"18";"255";"60";"_";"S";;
86463849144;"Бриджстоун  255/60/18  T 112 SPIKE-01  Ш.";1;0;;6916;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01";"18";"255";"60";"Ш.";"T";"PXR00572S3";7591
85572611559;"Бриджстоун  255/60/18  V 112 DHPS";0;40;;9237;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"18";"255";"60";"_";"V";;
85574073430;"Бриджстоун  255/65/16  H 109 DHPS";1;0;;4998;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"16";"255";"65";"_";"H";"PSR1157803";
86172851369;"Бриджстоун  255/65/17  T 110 D400";12;24;;7322;"Нет";"Импорт";"Летняя";"Бриджстоун";"D400";"17";"255";"65";"_";"T";"PSR0S12203";
86104800635;"Бриджстоун  255/65/17  T 110 SPIKE-01  Ш.";40;1;;6997;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01";"17";"255";"65";"Ш.";"T";"PXR00219S3";7681
86463862626;"Бриджстоун  265/45/21  T 104 DMV2";40;0;;10513;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"21";"265";"45";"_";"T";"PXR0089603";11536
86463859821;"Бриджстоун  265/50/19  T 110 DMV2";3;0;;9404;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"19";"265";"50";"_";"T";"PXR0070403";10320
86441276397;"Бриджстоун  265/50/19  Y 110 DHPS XL";0;40;;10268;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL";"19";"265";"50";"_";"Y";"PSR1317303";
86463861101;"Бриджстоун  265/50/20  T 107 DMV2";3;0;;9686;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"20";"265";"50";"_";"T";"PXR0069003";10629
85617629206;"Бриджстоун  265/50/20  V 106 DHPS";0;24;;10455;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"20";"265";"50";"_";"V";"PSR0661803";
86573719231;"Бриджстоун  265/50/20  V 107 D-92А";0;18;;11824;"Нет";"Импорт";"Летняя";"Бриджстоун";"D-92А";"20";"265";"50";"_";"V";"PSR1281303";
86224939454;"Бриджстоун  265/60/18  R 110 DMV2";40;20;;8443;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"18";"265";"60";"_";"R";"PXR0073803";9265
86105120687;"Бриджстоун  265/60/18  T 114 SPIKE-01 XL  Ш.";40;4;;8449;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"18";"265";"60";"Ш.";"T";"PXR00200S3";9274
85572611629;"Бриджстоун  265/60/18  V 109 DHPS";0;24;;9005;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"18";"265";"60";"_";"V";"PSR0108503";
86172821842;"Бриджстоун  265/65/17  H 112 850";12;40;;7382;"Нет";"Импорт";"Летняя";"Бриджстоун";"850";"17";"265";"65";"_";"H";"PSR0L03403";
86224931527;"Бриджстоун  265/65/17  R 112 DMV2";0;2;;6687;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"17";"265";"65";"_";"R";"PXR0076803";7338
85890115114;"Бриджстоун  265/65/17  T 112 697";0;40;;7567;"Нет";"Импорт";"Летняя";"Бриджстоун";"697";"17";"265";"65";"_";"T";"PSR0L93703";
86104802433;"Бриджстоун  265/65/17  T 116 SPIKE-01 XL  Ш.";40;4;;7918;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"17";"265";"65";"Ш.";"T";"PXR00220S3";8691
86172854346;"Бриджстоун  265/70/15  H 112 850";0;10;;5224;"Нет";"Импорт";"Летняя";"Бриджстоун";"850";"15";"265";"70";"_";"H";"PSR0L01403";
85890113309;"Бриджстоун  265/70/15  T 112 697";0;4;;5477;"Нет";"Импорт";"Летняя";"Бриджстоун";"697";"15";"265";"70";"_";"T";"PSR0N23003";
1095246001;"Бриджстоун  265/70/16  H 112 680";0;2;;5378;"Нет";"Импорт";"Летняя";"Бриджстоун";"680";"16";"265";"70";"_";"H";"PSR1153003";
86172822816;"Бриджстоун  265/70/16  H 112 850";34;13;;6191;"Нет";"Импорт";"Летняя";"Бриджстоун";"850";"16";"265";"70";"_";"H";"PSR0L02303";
85890114606;"Бриджстоун  265/70/16  S 112 697";0;40;;5961;"Нет";"Импорт";"Летняя";"Бриджстоун";"697";"16";"265";"70";"_";"S";"PSR0N45603";
86463857133;"Бриджстоун  265/70/17  R 115 DMV2";0;4;;6246;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"17";"265";"70";"_";"R";"PXR0077003";6854
10659827001;"Бриджстоун  265/75/16  S 112 694";1;0;;5880;"Нет";"Импорт";"Летняя";"Бриджстоун";"694";"16";"265";"75";"_";"S";"LVR0832903";
85890114733;"Бриджстоун  265/75/16  S 112 697";0;4;;6666;"Нет";"Импорт";"Летняя";"Бриджстоун";"697";"16";"265";"75";"_";"S";"LVR0N19803";
85890111963;"Бриджстоун  275/35/18  Y 95 RE-050 Run  Flat";20;0;;12991;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-050 Run  Flat";"18";"275";"35";"_";"Y";"PSR0922003";
86178982517;"Бриджстоун  275/35/19  W 96 RE-050 A Run  Flat";0;4;;16940;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-050 A Run  Flat";"19";"275";"35";"_";"W";"PSR1009203";
86172855213;"Бриджстоун  275/35/19  Y 100 S001 XL";0;12;;12632;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"19";"275";"35";"_";"Y";"PSR1259403";
86021001039;"Бриджстоун  275/35/20  Y 102 S001 XL";0;2;;15687;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"20";"275";"35";"_";"Y";"PSR1258803";
86178983533;"Бриджстоун  275/40/18  W 99 RE-050 A Run  Flat";0;4;;15131;"Нет";"Импорт";"Летняя";"Бриджстоун";"RE-050 A Run  Flat";"18";"275";"40";"_";"W";"PSR0922303";
85795687457;"Бриджстоун  275/40/18  Y 103 S001 XL";0;8;;11296;"Нет";"Импорт";"Летняя";"Бриджстоун";"S001 XL";"18";"275";"40";"_";"Y";"PSR1260503";
85689211813;"Бриджстоун  275/40/20  R 106 DMV1 XL";13;1;;11900;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV1 XL";"20";"275";"40";"_";"R";"PXR0007503";13059
86222793619;"Бриджстоун  275/40/20  T 106 DMV2 XL";4;0;;12497;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2 XL";"20";"275";"40";"_";"T";"PXR0068203";13714
85840450184;"Бриджстоун  275/40/20  T 106 IC7000 XL  Ш.";20;0;;8291;"Нет";"Импорт";"Зимняя";"Бриджстоун";"IC7000 XL";"20";"275";"40";"Ш.";"T";"PXR09800S3";9099
86222755155;"Бриджстоун  275/40/20  T 106 SPIKE-01 XL  Ш.";18;0;;10116;"Нет";"Импорт";"Зимняя";"Бриджстоун";"SPIKE-01 XL";"20";"275";"40";"Ш.";"T";"PXR00550S3";11104
85701622434;"Бриджстоун  275/40/20  W 106 DHPS XL Run  Flat";0;35;;14542;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL Run  Flat";"20";"275";"40";"_";"W";"PSR1222103";
85795561702;"Бриджстоун  275/40/20  Y 106 DHPS XL Run  Flat";0;4;;15629;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL Run  Flat";"20";"275";"40";"_";"Y";"PSR1222203";
86463861574;"Бриджстоун  275/45/20  T 110 DMV2";2;0;;10761;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV2";"20";"275";"45";"_";"T";"PXR0068603";11809
85795561323;"Бриджстоун  275/45/20  Y 110 DHPS XL";4;26;;13117;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS XL";"20";"275";"45";"_";"Y";"PSR1203703";
86013235744;"Бриджстоун  275/50/22  H 111 684";2;5;;12168;"Нет";"Импорт";"Летняя";"Бриджстоун";"684";"22";"275";"50";"_";"H";"PSR1374603";
85614088855;"Бриджстоун  275/55/17  V 109 DHPS";3;0;;6698;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"17";"275";"55";"_";"V";"PSR1205003";
85574073563;"Бриджстоун  275/60/17  V 110 DHPS";0;1;;7108;"Нет";"Импорт";"Летняя";"Бриджстоун";"DHPS";"17";"275";"60";"_";"V";"PSR1037803";
85690019122;"Бриджстоун  275/60/18  R 113 DMV1";34;0;;8560;"Нет";"Импорт";"Зимняя";"Бриджстоун";"DMV1";"18";"275";"60";"_";"R";"PXR0684403";9393
